OTU;Vigne_2023_106;Vigne_2023_52;Vigne_2023_150;Vigne_2023_346;Vigne_2023_90;Vigne_2023_329;Vigne_2023_107;Vigne_2023_26;Vigne_2023_54;Vigne_2023_337;Vigne_2023_21;Vigne_2023_345;Vigne_2023_334;Vigne_2023_97;Vigne_2023_159;Vigne_2023_18;Vigne_2023_92;Vigne_2023_84;Vigne_2023_339;Vigne_2023_15;Vigne_2023_37;Vigne_2023_115;Vigne_2023_83;Vigne_2023_57;Vigne_2023_343;Vigne_2023_127;Vigne_2023_154;Vigne_2023_148;Vigne_2023_116;Vigne_2023_147;Vigne_2023_153;Vigne_2023_105;Vigne_2023_9;Vigne_2023_128;Vigne_2023_36;Vigne_2023_332;Vigne_2023_50;Vigne_2023_89;Vigne_2023_3;Vigne_2023_78;Vigne_2023_86;Vigne_2023_123;Vigne_2023_130;Vigne_2023_344;Vigne_2023_81;Vigne_2023_66;Vigne_2023_39;Vigne_2023_12;Vigne_2023_156;Vigne_2023_328;Vigne_2023_124;Vigne_2023_20;Vigne_2023_95;Vigne_2023_110;Vigne_2023_144;Vigne_2023_134;Vigne_2023_70;Vigne_2023_141;Vigne_2023_55;Vigne_2023_152;Vigne_2023_91;Vigne_2023_80;Vigne_2023_114;Vigne_2023_118;Vigne_2023_85;Vigne_2023_158;Vigne_2023_23;Vigne_2023_29;Vigne_2023_98;Vigne_2023_94;Vigne_2023_168;Vigne_2023_61;Vigne_2023_166;Vigne_2023_340;Vigne_2023_131;Vigne_2023_17;Vigne_2023_10;Vigne_2023_48;Vigne_2023_136;Vigne_2023_102;Vigne_2023_2;Vigne_2023_327;Vigne_2023_16;Vigne_2023_88;Vigne_2023_34;Vigne_2023_77;Vigne_2023_330;Vigne_2023_341;Vigne_2023_103;Vigne_2023_117;Vigne_2023_59;Vigne_2023_338;Vigne_2023_347;Vigne_2023_63;Vigne_2023_146;Vigne_2023_28;Vigne_2023_125;Vigne_2023_24;Vigne_2023_35;Vigne_2023_138;Vigne_2023_82;Vigne_2023_101;Vigne_2023_45;Vigne_2023_71;Vigne_2023_163;Vigne_2023_139;Vigne_2023_Temoin_1;Vigne_2023_104;Vigne_2023_73;Vigne_2023_68;Vigne_2023_38;Vigne_2023_42;Vigne_2023_22;Vigne_2023_5;Vigne_2023_108;Vigne_2023_19;Vigne_2023_40;Vigne_2023_162;Vigne_2023_126;Vigne_2023_145;Vigne_2023_7;Vigne_2023_112;Vigne_2023_27;Vigne_2023_133;Vigne_2023_335;Vigne_2023_331;Vigne_2023_1;Vigne_2023_333;Vigne_2023_160;Vigne_2023_142;Vigne_2023_135;Vigne_2023_79;Vigne_2023_47;Vigne_2023_336;Vigne_2023_119;Vigne_2023_67;Vigne_2023_Temoin_2;Vigne_2023_13;Vigne_2023_6;Vigne_2023_49;Vigne_2023_167;Vigne_2023_46;Vigne_2023_155;Vigne_2023_25;Vigne_2023_149;Vigne_2023_151;Vigne_2023_65;Vigne_2023_44;Vigne_2023_109;Vigne_2023_14;Vigne_2023_41;Vigne_2023_74;Vigne_2023_30;Vigne_2023_100;Vigne_2023_87;Vigne_2023_137;Vigne_2023_62;Vigne_2023_121;Vigne_2023_72;Vigne_2023_111;Vigne_2023_53;Vigne_2023_31;Vigne_2023_64;Vigne_2023_120;Vigne_2023_4;Vigne_2023_122;Vigne_2023_140;Vigne_2023_96;Vigne_2023_43;Vigne_2023_93;Vigne_2023_143;Vigne_2023_157;Vigne_2023_99;Vigne_2023_32;Vigne_2023_165;Vigne_2023_58;Vigne_2023_33;Vigne_2023_69;Vigne_2023_164;Vigne_2023_51;Vigne_2023_60;Vigne_2023_75;Vigne_2023_76;Vigne_2023_113;Vigne_2023_8;Vigne_2023_129;Vigne_2023_161;Vigne_2023_132;Vigne_2023_34300;Vigne_2023_342;Vigne_2023_11;Vigne_2023_56;TotalCount;MappingConfidence
MT210484.1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;5;0;0;0;13;0;0;1;1;0;0;0;0;0;3;0;27;5;0;0;0;0;0;0;0;0;16;0;0;1;0;0;0;0;1;0;0;35;1;0;0;1;1;0;0;1;19;0;0;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;39;0;0;0;1;0;0;0;0;38;0;0;1;0;0;0;0;2;24;0;5;0;0;0;1;0;0;0;0;82;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;1;36;0;0;0;0;0;1;0;0;6;0;440;39.39%
HQ643854.2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;3;0;1;0;0;0;8;0;0;0;0;2;0;0;10;0;0;5;4;0;0;0;0;0;3;0;29;1;0;0;0;0;2;0;0;0;8;0;0;3;0;0;0;0;0;0;9;28;0;0;1;1;1;2;0;0;0;0;0;3;1;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;101;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;28;0;0;4;0;0;1;0;0;1;0;1;0;0;8;0;0;1;0;0;0;1;0;0;3;0;0;0;0;32;0;0;1;0;0;0;27;8;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;1;0;0;0;0;366;94.02%
AY608611.1;0;0;0;1;0;1;0;0;0;0;6;0;0;0;0;3;0;0;0;0;0;4;1;1;0;0;0;0;0;16;0;0;13;16;1;2;1;0;0;25;0;16;7;0;1;0;3;10;0;0;0;31;0;0;2;0;0;0;0;0;0;11;5;1;0;0;2;1;1;1;0;14;0;0;0;10538;0;1;0;0;0;1;7;3;5;0;0;0;0;0;1;1;0;0;0;2;0;1;0;0;0;0;2;1;0;2;1;0;1;1;0;0;3;0;11;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;1;0;0;2;0;0;14;2;1;0;1;0;7;0;0;29;0;8;0;3;45;15;0;2;0;0;0;90;0;0;0;2;6;0;0;0;0;73;0;19;1;0;0;0;0;0;0;0;1;50;13;3;0;9;0;0;0;0;0;2;0;11184;98.28%
MG865578.1;0;0;0;1;0;0;0;1;0;0;58;1;0;1;0;38;0;3;0;79;0;89;0;0;0;114;0;0;0;62;0;0;46;15;0;2;7;0;0;422;0;357;3;0;0;1;0;20;0;0;0;75;0;0;12;0;1;1;0;1;0;250;71;8;0;0;17;17;0;0;2;248;0;1;14;12;0;0;3;1;0;2;79;3;18;0;1;0;0;0;0;0;1;1;0;12;0;18;1;0;0;0;0;1;0;19;1;1;9;1;1;0;1;3;233;0;0;0;0;0;40;0;1;0;0;2;0;1;0;0;0;2;1;2;156;0;0;60;11;1;0;0;0;35;0;0;580;1;27;0;3;701;272;0;0;0;1;0;446;0;1;1;2;147;0;0;1;0;33;0;389;3;0;7;0;1;12;2;0;1;294;218;11;0;15;0;0;6;0;0;9;0;5956;91.32%
KP330797.1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;68;0;11;0;0;0;0;0;1;0;1;0;0;0;0;6;0;0;0;0;0;0;2;0;0;0;0;0;75;0;0;1;2;1;0;0;0;0;0;0;0;0;0;445;0;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;0;0;123;2;1;0;0;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;96;0;0;9;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;137;1;0;0;1;0;1;0;0;0;0;2;0;0;0;4;0;0;0;0;0;1;0;1;0;0;5;0;0;0;0;0;0;3;0;0;187;0;0;0;0;0;0;6;1;0;0;443;0;0;0;0;0;1;0;1662;0.78%
MG865574.1;0;0;0;0;1;0;0;4;0;0;136;1;0;0;1;203;0;274;0;261;7;531;9;0;0;10;0;0;0;32;0;1;55;23;0;2;1;0;1;138;1;215;3;0;1;0;1;56;0;2;0;54;0;1;106;0;0;0;1;0;0;494;286;0;10;1;16;6;0;1;11;28;69;0;24;28;2;0;212;0;1;1;3;11;12;3;2;1;0;0;2;0;1;173;0;6;1;67;11;0;2;0;2;93;1;346;1;0;793;1;1;2;9;2;513;0;0;9;0;1;29;0;2;0;0;1;1;1;4;0;0;6;0;0;578;1;0;87;200;0;1;0;0;141;0;0;27;0;349;2;6;124;176;0;41;2;0;0;457;0;0;0;1599;96;3;0;0;1;492;0;131;39;0;160;0;1;34;1;0;0;92;281;12;0;213;0;0;15;1;0;19;1;10818;98.0%
KP330833.1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;269;0;1;0;0;0;3;0;0;0;0;1;0;2;0;79;0;1;0;0;0;0;1;1;0;1;0;0;360;0;1;1;1;0;0;1;0;0;0;0;0;0;1;6229;1;0;1;1;0;0;1;0;0;0;1;1;2;0;0;0;1;0;0;480;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;3;8;0;1;2;0;0;0;1;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;1;1;0;1;648;1;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;1;2;0;2;0;2;1;0;0;1;0;0;1;0;0;2;0;0;628;0;1;0;0;0;0;0;0;0;0;1644;0;0;0;1;3;1;1;10418;0.13%
KT795477.1;0;0;0;0;1;1;0;1;0;0;215;0;0;0;0;70;0;0;0;9;2;33;2;2;0;4;0;0;0;55;0;0;440;61;16;1;109;0;0;4;1;170;18;0;0;1;1;28;0;0;0;454;0;0;11;0;1;0;1;0;0;0;48;1;1;0;167;7;0;0;1;2;1;0;1;121;4;3;3;0;7;0;194;26;10;1;1;0;1;0;0;0;2;1;0;16;0;49;4;0;4;0;84;1;0;1;0;0;6;0;0;25;853;6;120;0;4;0;2;1;146;0;1;0;0;0;5;1;1;0;0;275;2;0;52;1;0;73;4;1;0;1;1;29;0;0;0;1;23;2;0;228;103;0;122;2;6;0;1;0;6;1;92;8;2;0;0;0;0;0;26;2;0;3;0;83;3;0;0;0;83;1;7;1;34;0;0;3;0;0;15;4;4946;11.26%
MK496519.1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;8;0;0;0;7;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;10;0;0;0;0;3;0;0;0;0;1;0;0;0;7;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;7;1;0;0;0;78;92.31%
KP330785.1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;3;0;2;0;122;0;7;0;0;0;7;0;0;0;1;1;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;124;0;0;0;3;0;0;3;0;0;0;0;0;0;0;778;1;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;208;2;0;0;1;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;199;0;0;10;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;1;159;6;1;0;1;1;4;0;0;0;0;1;0;1;0;45;0;3;0;0;0;17;0;0;0;0;10;0;0;0;0;0;0;6;2;0;212;1;0;1;0;0;1;3;2;0;0;513;0;0;2;0;0;3;0;2493;3.75%
MG518642.1;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;9;0;1;0;2;0;6;0;0;0;1;0;0;0;0;0;0;1;5;0;0;0;0;0;1;0;8;1;0;0;0;0;2;0;0;0;3;0;0;2;0;1;0;0;0;0;7;22;0;0;0;1;1;0;0;4;3;3;0;1;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;1;0;1;5;0;55;0;0;1;0;0;0;0;0;20;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;2;0;0;0;0;13;0;0;1;0;1;0;0;9;51;0;0;0;0;0;28;0;0;0;13;16;0;0;0;0;0;0;15;25;0;2;0;0;5;0;0;0;2;6;2;0;1;0;0;0;0;0;0;0;406;94.87%
MN450325.1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;4;0;19;0;0;0;7;0;0;0;17;0;0;2;7;1;1;1;0;0;31;0;11;1;0;0;0;1;11;0;0;0;3121;0;0;1;0;0;0;0;0;0;14;2;0;0;0;6;1;0;0;0;29;1;0;0;18;0;0;1;0;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;2;0;0;0;0;10;0;0;0;1;0;193;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;4;0;0;0;0;14;0;0;30;0;5;1;1;46;27;0;1;0;0;0;37;0;0;0;1;18;0;0;0;0;2;0;172;0;0;0;0;0;0;0;0;0;26;134;1;0;1;0;0;0;0;0;2;0;4066;91.98%
MT177228.1;0;0;0;0;0;1;0;0;1;0;0;0;221;0;0;0;0;1;0;2;1;0;3;1;0;0;0;0;0;0;0;0;1;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;2;0;0;1;0;2;1;0;0;0;0;0;0;0;0;932;0;0;2;0;0;0;0;1;0;0;3196;0;1;0;0;1;0;2;0;4;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;4685;1;1;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;9092;99.89%
AY198293.3;0;0;0;0;0;1;0;0;2;1;140;0;0;0;0;22;0;1;1;26;2;19;1;0;0;29;0;0;0;73;0;0;73;28;8;0;14;0;1;304;1;206;8;1;2;0;0;139;0;0;0;53;0;0;6;0;0;0;0;0;0;60;91;0;3;0;61;5;2;0;7;113;1;0;10;117;3;1;24;0;1;1;227;17;19;1;1;0;0;0;0;0;0;1;0;47;0;75;2;0;1;0;18;3;0;14;0;0;3;1;0;21;29;6;39;0;1;4;1;0;16;0;1;0;0;0;3;1;1;0;0;7;0;0;37;0;1;113;28;3;0;1;2;52;0;0;234;0;235;1;0;316;437;0;12;1;3;0;89;0;0;0;180;56;4;0;0;0;30;1;116;10;0;7;2;0;6;2;0;1;361;105;6;0;58;0;0;10;1;0;30;0;4773;70.71%
KC529657.1;0;0;0;0;0;2;0;2;0;0;56;0;0;0;0;3;0;2;0;141;2;0;1;1;0;1241;0;0;0;3;1;1;3;0;3;2;4;0;0;234;2;50;1;0;2;0;1;4;0;0;0;6;0;0;0;0;1;1;1;0;0;40;360;0;0;0;40;2;0;0;0;885;0;0;45;6;2;2;1;1;1;1;0;4;3;2;1;0;0;1;26;0;0;0;0;7;0;11;3;0;6;0;6;2;1;2;3;0;2;0;0;5;2;2;18;2;2;0;0;0;0;0;0;0;0;2;2;4;0;0;0;6;1;0;0;1;0;2;25;1;1;2;0;13;1;0;254;0;43;2;4;229;184;0;1;0;1;0;914;0;4;3;1;31;3;0;0;0;610;0;74;0;0;14;0;2;20;0;0;0;656;112;3;0;7;0;0;22;0;0;4;1;6528;91.28%
MG865523.1;0;0;0;0;0;1;0;0;0;0;113;0;0;0;0;46;1;43;0;29;2;79;4;0;0;48;0;0;0;57;0;0;61;21;0;1;0;1;0;51;0;356;20;1;0;0;0;20;0;2;0;81;1;0;26;0;3;0;0;0;0;522;223;0;0;0;3;5;0;0;41;3;7;0;121;15;0;0;846;0;0;0;2;1;5;0;2;0;0;0;0;0;0;42;1;4;0;11;1;0;6;0;1;23;0;17;0;0;106;0;0;0;3;4;127;0;0;2;0;0;11;0;0;0;0;0;0;0;1;0;0;1;1;1;1007;0;2;76;233;0;1;0;0;146;0;0;0;0;81;0;2;55;47;0;6;0;0;1;353;0;0;0;648;821;2;0;0;0;0;0;588;842;0;143;0;0;55;0;0;0;0;226;7;0;23;0;1;83;0;0;0;0;8676;99.91%
MG865568.1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;53;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;13;1;0;0;0;2;0;0;0;0;34;0;0;0;9;0;0;0;0;0;0;10;0;2;0;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;4;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;9;0;0;68;0;0;0;2;96;32;0;6;0;0;0;11;0;0;0;1;0;1;0;0;0;8;0;37;0;0;0;0;0;0;0;0;0;42;31;0;0;0;0;0;0;0;0;15;0;532;99.24%
MG865583.1;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;84;0;0;0;9;0;12;0;0;0;6;0;0;0;7;0;0;0;1;0;0;10;0;0;146;2;40;5;0;1;0;0;9;0;1;0;88;0;1;22;0;1;0;0;0;0;42;127;11;0;0;2;15;0;0;108;58;7;0;136;46;0;0;113;0;0;0;12;0;4;0;0;0;0;0;21;0;0;3;0;4;0;2;39;0;8;0;0;24;0;82;0;0;0;0;1;1;0;1;26;0;0;0;0;0;17;1;1;0;0;0;0;0;0;0;0;0;0;0;125;0;0;8;124;0;0;1;0;225;0;0;176;1;2;1;0;197;57;0;3;0;0;0;17;0;0;0;3;89;0;0;0;0;19;0;116;135;0;99;0;0;76;0;0;1;90;187;1;0;40;0;0;87;1;0;11;91;3345;98.66%
MG865593.1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;0;0;0;2;0;30;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;2;0;0;0;0;0;0;19;0;0;0;0;0;0;23;39;30;0;0;1;0;0;0;0;7;1;0;19;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;742;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;23;0;1;0;0;46;16;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;2;0;40;0;0;12;0;0;0;0;0;0;11;14;0;0;15;0;0;0;0;0;0;0;1174;98.32%
MT734673.1;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;9;0;1;0;1;0;2;0;0;0;8;0;0;0;2;0;0;5;4;0;0;0;0;0;0;0;9;1;0;1;0;0;3;0;0;0;2;0;0;9;0;0;0;0;0;0;0;11;0;0;0;2;0;0;0;3;0;0;0;6;1;0;0;8;0;0;0;4;0;52;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;96;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;3;14;0;0;0;0;16;1;0;0;0;1;0;0;0;19;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1;0;0;2;3;0;4;0;0;3;0;0;0;0;2;0;0;1;0;0;4;0;0;0;0;354;75.63%
HQ643111.1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3605;100.0%
MG865522.1;0;0;0;0;0;1;0;0;0;0;22;0;0;0;0;3;0;2;0;4;0;12;0;0;0;20;0;0;0;1;0;0;2;0;0;0;4;0;0;96;0;7;0;0;1;0;0;22;0;0;0;1;0;0;0;0;0;0;0;0;0;56;2;0;0;0;0;0;0;0;0;79;0;0;0;4;0;0;0;1;0;0;3;3;2;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;18;0;0;15;1;2;0;1;0;28;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;0;1;0;0;224;0;0;0;2;290;75;0;3;0;0;0;91;0;0;0;0;7;0;0;0;0;24;0;110;0;0;0;0;0;0;0;0;1;67;68;0;0;1;0;0;0;0;0;3;0;1396;85.42%
MG865475.1;0;0;0;0;0;2;0;0;0;0;22;0;0;0;0;6;0;4;0;3;4;47;0;0;0;83;0;0;0;45;0;0;94;60;0;0;3;0;1;61;0;137;13;0;1;0;0;32;0;0;2;121;0;0;4;0;0;0;0;0;0;178;32;0;0;0;0;11;0;0;4;52;0;1;0;37;0;0;2;0;0;3;7;7;27;0;0;0;1;1;0;0;0;0;0;3;0;12;2;0;0;1;0;1;0;2;0;0;23;0;0;0;0;5;38;0;1;1;0;0;427;3;0;0;0;0;0;1;0;0;0;0;6;0;96;0;0;75;2;0;0;1;0;26;0;0;107;0;16;0;1;181;90;0;0;6;0;0;324;0;0;0;17;73;0;0;1;0;2;0;101;10;0;2;0;0;3;1;0;0;79;69;32;0;13;0;0;0;0;0;2;0;2964;50.87%
MH730799.1;0;0;0;0;0;1;0;0;0;0;14;0;0;0;0;9;0;0;0;3;4;35;1;0;0;2;0;0;0;29;0;0;98;21;1;0;2;0;0;0;1;1716;5;1;0;0;0;7;0;0;0;153;0;0;2;0;0;0;0;0;0;0;18;0;0;0;6;2;0;0;0;7;0;0;3;54;0;0;0;0;0;0;30;10;26;0;0;0;0;0;2;0;0;0;1;10;0;16;2;0;0;0;0;0;0;1;1;0;2;0;0;0;26;3;102;1;0;0;0;0;193;0;0;0;0;0;0;0;1;0;0;1;0;0;194;0;0;149;1;0;0;0;0;51;0;0;0;0;38;0;0;0;19;0;12;0;0;0;1;0;0;0;3;6;0;0;0;0;0;0;5;0;0;0;0;1;2;0;0;0;0;40;9;0;12;0;0;0;1;0;23;0;3190;19.5%
KP330814.1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;280;0;1;1;0;0;2;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;1;0;1;0;0;0;305;0;0;0;3;0;0;0;0;0;0;0;1;1;0;778;0;1;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;432;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;9;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;346;1;0;0;0;0;0;0;1;0;0;0;0;1;0;6;0;2;0;0;0;6;0;0;0;1;0;0;0;0;0;1;1;1;1;0;585;0;0;0;0;0;1;1;1;0;0;1388;0;0;1;1;0;0;0;4188;0.5%
MF784744.1;0;0;0;0;0;0;0;33;1;0;136;0;0;0;0;4;0;4;0;112;14;80;1;1;1;11;0;0;0;2;0;0;7;0;7;5;3;0;1;1;1;11;3;0;0;1;0;215;0;2;0;89;0;0;88;0;1;0;0;0;0;1;129;0;1;1;146;0;0;0;0;4;45;0;0;124;1;0;0;0;1;1;6;1;49;0;0;0;0;0;0;0;0;1;0;102;1;330;312;0;1;0;55;0;0;0;0;0;2;0;0;6;363;0;15;1;0;0;0;0;47;1;2;0;0;0;2;0;0;0;0;1;1;0;9;1;0;481;198;1;0;1;0;339;0;0;1;0;6;2;0;3;409;0;7;0;0;0;6;0;0;0;5;25;204;0;0;0;0;0;1;0;0;130;0;13;216;1;0;0;2;29;0;0;278;0;0;1;0;0;315;0;5272;41.75%
MF784749.1;0;0;0;0;0;0;0;16;1;0;66;0;1;0;0;2;0;0;0;68;0;98;0;0;0;0;0;0;0;9;0;1;10;9;3;31;0;0;0;1;0;11;5;1;2;0;0;117;0;0;0;70;0;0;54;0;0;0;0;0;0;1;185;0;0;1;40;0;0;0;0;0;1;0;0;70;0;1;0;0;1;1;2;2;49;1;0;0;0;0;1;0;1;0;0;125;0;430;163;0;0;0;21;0;0;0;0;0;0;0;0;1;57;3;6;0;1;0;0;0;4;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;310;113;0;0;0;0;304;0;0;0;0;1;2;0;0;102;0;1;2;1;0;2;0;0;0;0;13;99;0;0;0;1;0;1;0;0;47;0;6;92;1;0;0;1;3;3;0;431;0;0;0;0;0;119;0;3401;12.39%
MG865527.1;0;0;0;0;0;0;0;2;0;0;13;0;0;0;0;0;0;0;0;2;2;0;1;3;0;10;2;1;0;0;0;0;1;0;0;2;1;0;1;36;2;24;0;0;0;0;4;0;0;0;2;0;0;0;0;0;1;0;2;0;0;1;0;0;0;0;2;0;0;0;0;12;0;0;0;0;1;1;0;0;1;0;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;3;2;0;0;0;0;2;0;0;2;1;3;6;0;0;1;0;0;1;0;0;0;0;1;4;0;0;0;0;0;2;0;0;0;0;0;5;0;0;0;0;4;0;0;28;1;0;1;0;37;23;0;0;0;0;0;330;0;0;0;0;0;1;0;0;0;620;0;7;0;0;0;0;0;0;0;0;0;47;7;1;0;0;0;0;0;0;0;1;0;1277;22.31%
MF784739.1;0;0;0;0;0;0;0;5;0;0;29;0;0;0;0;0;0;0;0;44;0;78;1;0;0;1;0;0;0;8;0;0;13;9;0;27;0;0;0;0;0;11;4;0;0;0;1;67;0;0;0;60;0;0;37;0;0;0;0;0;0;0;157;0;0;1;45;1;0;0;0;1;0;0;0;34;0;1;0;0;0;1;2;0;66;0;1;0;0;0;0;0;0;0;0;111;0;313;50;0;1;0;8;0;0;0;0;0;0;0;0;0;28;1;4;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;3;0;0;264;47;2;0;0;0;230;0;0;1;0;0;1;0;0;66;0;0;1;0;0;2;0;0;0;0;10;27;0;0;0;0;0;5;0;0;21;0;0;50;0;0;0;0;2;4;0;335;0;0;1;0;0;54;1;2352;3.3%
HQ643419.1;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;3;0;0;4;2;0;0;1;0;0;0;0;1;0;2;3;0;2;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;6;2;0;2;2;1;0;0;0;0;0;0;0;1;0;477;0;0;3;0;3;0;3540;3;0;0;0;0;1;0;0;7337;2;1;0;1;0;0;0;0;2;0;55;0;0;2;0;2;0;0;0;1;0;0;0;0;0;2;0;5;0;0;0;2;0;0;1;0;0;2;2;1;0;0;0;0;0;0;1;0;2;0;1;0;2;0;0;0;1;0;0;0;0;2;0;1972;2;0;0;0;0;1;2;0;0;0;0;0;0;0;2;1;13483;0.0%
